domain,country,provider_type,provider,count
vr-payment.de,unknown,1.0,0,
bibb.de,unknown,1.0,0,
cjd.de,unknown,1.0,0,
donau-uni.ac.at,Austria,2.0,Donau-Universität Krems,
tuwien.ac.at,Austria,2.0,Technische Universität Wien,
stackfuel.com,unknown,1.0,0,
hs-ludwigsburg.de,Germany,2.0,Hochschule Ludwigsburg,
dzbank.de,unknown,1.0,0,
ecademy-learning.com,unknown,1.0,0,
uk-erlangen.de,unknown,1.0,0,
rh.aok.de,unknown,1.0,0,
hcu-hamburg.de,Germany,2.0,Hafencity Universität Hamburg,
g-d-c.eu,unknown,1.0,0,
fh-vie.ac.at,Austria,2.0,Fachhochschule für Bank- und Finanzwirtschaft,
pinktum.com,unknown,1.0,0,
sw.hs-fulda.de,Germany,2.0,Hochschule Fulda,
bmf.bund.de,unknown,1.0,0,
stmuk.bayern.de,unknown,1.0,0,
bmg.bund.de,unknown,1.0,0,
bbz-augsburg.de,unknown,1.0,0,
hochschule-trier.de,Germany,2.0,Hochschule Trier,
schule.duesseldorf.de,unknown,1.0,0,
kakao.com,unknown,1.0,0,
appliedai.de,unknown,1.0,0,
fh-joanneum.at,Austria,2.0,Fachhochschule JOANNEUM,
sbb.ch,unknown,1.0,0,
ipi.uni-hannover.de,Germany,2.0,Universität Hannover,
bfs.de,unknown,1.0,0,
zew.uni-hannover.de,Germany,2.0,Universität Hannover,
ztg-nrw.de,unknown,1.0,0,
gmx.info,0,0.0,0.0,
che.de,unknown,1.0,0,
stud.hwr-berlin.de,Germany,2.0,HWR Berlin,
bgw-online.de,0,0.0,0.0,
scieneers.de,unknown,1.0,0,
ou.nl,Netherlands,2.0,Open University of the Netherlands,
magna.com,unknown,1.0,0,
tugraz.at,Austria,2.0,Technische Universität Graz,
lra-fue.bayern.de,unknown,1.0,0,
hof-university.de,Germany,2.0,Hochschule Hof,
kks.kbs.schule,unknown,1.0,0,
sportjugend-bb.de,unknown,1.0,0,
academy.rwth-aachen.de,Germany,2.0,RWTH Aachen,
sbg.at,unknown,1.0,0,
kh-freiburg.de,Germany,2.0,Kath. Hochschule Freiburg,
yahoo.co.in,unknown,0.0,0.0,
studnet.hs-ludwigsburg.de,Germany,2.0,Hochschule Ludwigsburg,
iab.de,unknown,1.0,0,
asg-huerth.de,unknown,1.0,0,
wu.ac.at,unknown,1.0,0,
student.medicalschool-berlin.de,Germany,2.0,Medical School Berlin,
deutschepost.de,unknown,1.0,0,
tutamail.com,unknown,1.0,0,
siemens-stiftung.org,unknown,1.0,0,
filmuniversitaet.de,Germany,2.0,Filmuniversität Babelsberg,
bwv.de,unknown,1.0,0,
student.fh-kiel.de,Germany,2.0,FH Kiel,
study.hs-duesseldorf.de,Germany,2.0,Hochschule Düsseldorf,
uni.li,Liechtenstein,2.0,Universität Liechtenstein,
ki-verband.de,unknown,1.0,0,
ph-gmuend.de,Germany,2.0,PH Schwäbisch Gmünd,
yandex.com,unknown,0.0,0.0,
dlz-handwerk.de,unknown,1.0,0,
verdi.de,unknown,1.0,0,
phtg.ch,Switzerland,2.0,PHTG - Pädagogische Hochschule Thurgau,
flb-bonn.de,unknown,1.0,0,
im.nrw.de,unknown,1.0,0,
ifbe.uni-hannover.de,Germany,2.0,Universität Hannover,
intersport.de,unknown,1.0,0,
its-technidata.de,unknown,1.0,0,
polizei.berlin.de,unknown,1.0,0,
qua-lis.nrw.de,unknown,1.0,0,
fh-krems.ac.at,Austria,2.0,Fachhochschule Krems,
stuttgart.de,unknown,1.0,0,
mail.com,unknown,0.0,0.0,
fh-hagenberg.at,Austria,2.0,Fachhochschulstudiengänge Hagenberg,
zwh.de,unknown,1.0,0,
jobcenter-ge.de,unknown,1.0,0,
groz-beckert.com,unknown,1.0,0,
ludwig-fresenius.de,unknown,1.0,0,
cgi.com,unknown,1.0,0,
drf-luftrettung.de,unknown,1.0,0,
idn.uni-hannover.de,Germany,2.0,Universität Hannover,
nexgo.de,unknown,1.0,0,
bamf.bund.de,unknown,1.0,0,
daad.de,unknown,1.0,0,
ost.ch,unknown,1.0,0,
zv.uni-leipzig.de,Germany,2.0,Universität Leipzig,
rehm-group.com,unknown,1.0,0,
sgs.com,unknown,1.0,0,
asklepios.com,unknown,1.0,0,
sandoz.com,unknown,1.0,0,
schule.berlin.de,unknown,1.0,0,
zvw.uni-goettingen.de,Germany,2.0,Universität Göttingen,
hhu.de,Germany,2.0,HHU Düsseldorf,
fes.de,unknown,1.0,0,
rwa.at,unknown,1.0,0,
topcom-group.de,unknown,1.0,0,
ameos.de,unknown,1.0,0,
heilbronn.de,unknown,1.0,0,
htp-tel.de,unknown,1.0,0,
leipzig.de,unknown,1.0,0,
ph-karlsruhe.de,Germany,2.0,PH Karlsruhe,
strabag.com,unknown,1.0,0,
zfs.uni-freiburg.de,Germany,2.0,Universität Freiburg,
bmbf.bund.de,unknown,1.0,0,
mdh.digital,unknown,1.0,0,
cosmonautsandkings.com,unknown,1.0,0,
phil.hhu.de,Germany,2.0,HHU Düsseldorf,
hin.ch,unknown,1.0,0,
komm.one,unknown,1.0,0,
bmw.de,unknown,1.0,0,
vhb.org,unknown,1.0,0,
daa.de,unknown,1.0,0,
kreis-re.de,unknown,1.0,0,
burkert.com,unknown,1.0,0,
stmd.bayern.de,unknown,1.0,0,
abk-stuttgart.de,Germany,2.0,Akademie der Bildenden Künste Stuttgart,
ife.uni-stuttgart.de,Germany,2.0,Universität Stuttgart,
daimler.com,unknown,1.0,0,
hs-harz.de,Germany,2.0,Hochschule Harz,
elsevier.com,unknown,1.0,0,
mobile-university.de,Germany,2.0,SRH Fernhochschule,
mail.ch,unknown,1.0,0,
mentz.net,unknown,1.0,0,
swr.de,unknown,1.0,0,
neusta.de,unknown,1.0,0,
informatik.tu-chemnitz.de,Germany,2.0,TU Chemnitz,
alp.dillingen.de,unknown,1.0,0,
th-bingen.de,Germany,2.0,TH Bingen,
dei.uni-hannover.de,Germany,2.0,Universität Hannover,
bzno.de,unknown,1.0,0,
verwaltung.uni-marburg.de,Germany,2.0,Universität Marburg,
iued.uni-heidelberg.de,Germany,2.0,Universität Heidelberg,
ukw.de,unknown,1.0,0,
tk-steel.com,unknown,1.0,0,
thyssenkrupp-automotive.com,unknown,1.0,0,
gfz-potsdam.de,unknown,1.0,0,
zeppelin.com,unknown,1.0,0,
ksh-m.de,unknown,1.0,0,
rhein-kreis-neuss.de,unknown,1.0,0,
naver.com,unknown,0.0,0.0,
tbs-nrw.de,unknown,1.0,0,
bbw.de,unknown,1.0,0,
imail.de,0,0.0,0.0,
rediffmail.com,unknown,0.0,0.0,
schule-sh.de,unknown,1.0,0,
unet.univie.ac.at,Austria,2.0,Universität Vienna,
o2mail.de,0,0.0,0.0,
iff.uni-stuttgart.de,Germany,2.0,Universität Stuttgart,
recanorm.de,unknown,1.0,0,
posteo.eu,0,0.0,0.0,
zv.tum.de,Germany,2.0,TU München,
stuttgart.ihk.de,unknown,1.0,0,
biwe.de,unknown,1.0,0,
schulflix.com,unknown,1.0,0,
sd.uni-frankfurt.de,Germany,2.0,Universität Frankfurt,
vui.agency,unknown,1.0,0,
dxc.com,unknown,1.0,0,
erziehung.uni-giessen.de,Germany,2.0,Universität Gießen,
med.uni-greifswald.de,Germany,2.0,Universität Greifswald,
jrs.de,unknown,1.0,0,
whu.edu,Germany,2.0,WHU – Otto Beisheim School of Management,
students.uni-marburg.de,Germany,2.0,Universität Marburg,
edu.schulen-baar.ch,unknown,1.0,0,
accente.de,unknown,1.0,0,
deloitte.de,unknown,1.0,0,
ukmuenster.de,unknown,1.0,0,
basf.com,unknown,1.0,0,
student.dhbw-karlsruhe.de,Germany,2.0,DHBW,
oszimt.de,unknown,1.0,0,
kas.schule.koeln,unknown,1.0,0,
kfw.de,unknown,1.0,0,
slmail.me,unknown,1.0,0,
reply.de,unknown,1.0,0,
temp.mailbox.org,0,0.0,0.0,
mars.uni-freiburg.de,Germany,2.0,Universität Freiburg,
ub.uni-frankfurt.de,Germany,2.0,Universität Frankfurt,
fkie.fraunhofer.de,unknown,1.0,0,
bildungscampus-berlin.de,unknown,1.0,0,
tdk.com,unknown,1.0,0,
ong.berlin,unknown,1.0,0,
sgd.de,unknown,1.0,0,
cls.rwth-aachen.de,Germany,2.0,RWTH Aachen,
egn-noh.de,unknown,1.0,0,
z-u-g.org,unknown,1.0,0,
zmml.uni-bremen.de,Germany,2.0,Universität Bremen,
senjustva.berlin.de,unknown,1.0,0,
student.reutlingen-university.de,Germany,2.0,Hochschule Reutlingen,
netapp.com,unknown,1.0,0,
hrz.uni-giessen.de,Germany,2.0,Universität Gießen,
omeie.com,unknown,1.0,0,
usmba.ac.ma,Morocco,2.0,Université Sidi Mohammed Ben Abdellah,
bundesbank.de,unknown,1.0,0,
sluz.ch,unknown,1.0,0,
mb.tu-chemnitz.de,Germany,2.0,TU Chemnitz,
hotmail.es,unknown,0.0,0.0,
hfu.eu,unknown,1.0,0,
kosmos.de,unknown,1.0,0,
evhn.de,Germany,2.0,Evang. Hochschule Nürnberg,
outlook.it,unknown,0.0,0.0,
eco.de,unknown,1.0,0,
rtl.de,unknown,1.0,0,
sgb.lernsax.de,unknown,1.0,0,
barmer.de,unknown,1.0,0,
plus.ac.at,unknown,1.0,0,
usp.br,Brazil,2.0,Universidade de São Paulo,
tertia.de,unknown,1.0,0,
unity-mail.de,0,0.0,0.0,
proventa.de,unknown,1.0,0,
jumi.landsh.de,unknown,1.0,0,
hfm-weimar.de,Germany,2.0,HfM Weimar,
gast.de,unknown,1.0,0,
peppermint.biz,unknown,1.0,0,
bfw.de,unknown,1.0,0,
udk-berlin.de,Germany,2.0,Universität der Künste Berlin,
flg-online.de,0,0.0,0.0,
bih-charite.de,Germany,2.0,Charité - Universitätsmedizin Berlin,
ub.uni-stuttgart.de,Germany,2.0,Universität Stuttgart,
isb.bayern.de,unknown,1.0,0,
popakademie.de,Germany,2.0,Popakademie Baden-Württemberg,
voquz.com,unknown,1.0,0,
ottobock.com,unknown,1.0,0,
dhbw-vs.de,Germany,2.0,DHBW,
arbeitgeber.de,unknown,1.0,0,
itkombinat.com,unknown,1.0,0,
gylangen.de,unknown,1.0,0,
ub.uni-kiel.de,Germany,2.0,Universität Kiel,
zlb.de,unknown,1.0,0,
cyberscouts.it,unknown,1.0,0,
diconium.com,unknown,1.0,0,
aekwl.de,unknown,1.0,0,
zfl.uni-giessen.de,Germany,2.0,Universität Gießen,
verw.thm.de,Germany,2.0,Technische Hochschule Mittelhessen,
verw.uni-koeln.de,Germany,2.0,Universität Köln,
polizei.bwl.de,unknown,1.0,0,
pacemaker-initiative.de,unknown,1.0,0,
digital-agentur.de,unknown,1.0,0,
pfizer.com,unknown,1.0,0,
schatte.de,unknown,1.0,0,
sbs-freiburg.de,unknown,1.0,0,
dgov.be,unknown,1.0,0,
zekoll.thm.de,Germany,2.0,Technische Hochschule Mittelhessen,
salzburg.gv.at,unknown,1.0,0,
hoerbiger.com,unknown,1.0,0,
involas.com,unknown,1.0,0,
avm.de,unknown,1.0,0,
ut.ee,Estonia,2.0,University of Tartu,
diehl.com,unknown,1.0,0,
kba.de,unknown,1.0,0,
stmwk.bayern.de,unknown,1.0,0,
twt.de,unknown,1.0,0,
miele.com,unknown,1.0,0,
medicalschool-berlin.de,Germany,2.0,Medical School Berlin,
lmz-bw.de,unknown,1.0,0,
posteo.at,0,0.0,0.0,
bmi.bund.de,unknown,1.0,0,
paedagogik.uni-regensburg.de,Germany,2.0,Universität Regensburg,
pos-sg.com,unknown,1.0,0,
ash-berlin.eu,Germany,2.0,Alice Salomon Hochschule,
die-bonn.de,unknown,1.0,0,
laposte.net,unknown,0.0,0.0,
fst.com,unknown,1.0,0,
civitalis.eu,unknown,1.0,0,
siemens-healthineers.com,unknown,1.0,0,
vodafonemail.de,0,0.0,0.0,
nezid.com,unknown,1.0,0,
dfb.de,unknown,1.0,0,
student.uni.lu,Luxembourg,2.0,University of Luxemburg,
ewf.de,unknown,1.0,0,
ntu.edu.tw,"Taiwan, Province of China",2.0,National Taiwan University,
guest.hpi.de,unknown,1.0,0,
ism.de,Germany,2.0,International School of Management,
fb2.fra-uas.de,unknown,1.0,0,
stud.hszg.de,Germany,2.0,Hochschule Zittau/Görlitz,
stud.uni-greifswald.de,Germany,2.0,Universität Greifswald,
inp-greifswald.de,unknown,1.0,0,
tiho-hannover.de,Germany,2.0,Tierärztliche Hochschule Hannover,
kolpingbildung.de,unknown,1.0,0,
oncampus.de,unknown,1.0,0,
stud.hs-emden-leer.de,Germany,2.0,Hochschule Emden/Leer,
kos-qualitaet.de,unknown,1.0,0,
porsche-werkzeugbau.com,unknown,1.0,0,
uni-speyer.de,Germany,2.0,Deutsche Universität für Verwaltungswissenschaften Speyer,
drk.de,unknown,1.0,0,
fah.nrw.de,unknown,1.0,0,
bnw.de,unknown,1.0,0,
bbs-meppen.de,unknown,1.0,0,
stadt-pfaffenhofen.de,unknown,1.0,0,
team-con.de,unknown,1.0,0,
gmsn.info,0,0.0,0.0,
blanc-fischer.com,unknown,1.0,0,
simplelogin.com,unknown,1.0,0,
zeit.de,unknown,1.0,0,
zbmed.de,unknown,1.0,0,
lahn-dill-kreis.de,unknown,1.0,0,
regensburg.de,unknown,1.0,0,
manpowergroup.de,unknown,1.0,0,
lme.berlin-brandenburg.de,unknown,1.0,0,
itc-logistic.com,unknown,1.0,0,
go4more.de,unknown,1.0,0,
autostadt.de,unknown,1.0,0,
bws.ac.at,unknown,1.0,0,
harting.com,unknown,1.0,0,
semgym.hn.schule-bw.de,unknown,1.0,0,
bshg.com,unknown,1.0,0,
seznam.cz,unknown,0.0,0.0,
fokus.fraunhofer.de,unknown,1.0,0,
mwk.bwl.de,unknown,1.0,0,
holtzbrinck.com,unknown,1.0,0,
rhenus.com,unknown,1.0,0,
hlrs.de,unknown,1.0,0,
capita-europe.com,unknown,1.0,0,
wb.dihk.de,unknown,1.0,0,
hisolutions.com,unknown,1.0,0,
rektorat.uni-stuttgart.de,Germany,2.0,Universität Stuttgart,
live.cn,unknown,0.0,0.0,
inohm.com,unknown,1.0,0,
fwu.de,unknown,1.0,0,
stud.hs-flensburg.de,Germany,2.0,Hochschule Flensburg,
st.oth-regensburg.de,Germany,2.0,OTH Regensburg,
bsw-mail.de,0,0.0,0.0,
dzhw.eu,unknown,1.0,0,
soprasteria.com,unknown,1.0,0,
f-i-ts.de,unknown,1.0,0,
gefahrstoff.com,unknown,1.0,0,
eufh-mail.de,0,0.0,0.0,
wwu.de,unknown,1.0,0,
erzbistum-paderborn.de,unknown,1.0,0,
stadt-duisburg.de,unknown,1.0,0,
s-hochschule.de,Germany,2.0,HFM Bonn,
uv.uni-kiel.de,Germany,2.0,Universität Kiel,
bcw-gruppe.de,unknown,1.0,0,
juridacta.de,unknown,1.0,0,
donner-partner.eu,unknown,1.0,0,
esslingen.de,unknown,1.0,0,
dicebridge.com,unknown,1.0,0,
vdma.org,unknown,1.0,0,
hanser.de,unknown,1.0,0,
dhsh.de,Germany,2.0,Duale Hochschule Schleswig-Holstein,
swisscom.com,unknown,1.0,0,
rackow-frankfurt.de,unknown,1.0,0,
aidopt.eu,unknown,1.0,0,
vhs-heilbronn.de,Germany,2.0,Hochschule Heilbronn,
saturn.uni-freiburg.de,Germany,2.0,Universität Freiburg,
doz.hwr-berlin.de,Germany,2.0,HWR Berlin,
iwm-tuebingen.de,unknown,1.0,0,
fibs.eu,unknown,1.0,0,
id-berlin.de,unknown,1.0,0,
bbw-suedhessen.de,unknown,1.0,0,
lrasbk.de,unknown,1.0,0,
zi-mannheim.de,unknown,1.0,0,
spl-tele.com,unknown,1.0,0,
de.kaercher.com,unknown,1.0,0,
vdm-beratung.de,unknown,1.0,0,
frolleinflow.com,unknown,1.0,0,
lspb.de,unknown,1.0,0,
gesundheit-akademie.de,unknown,1.0,0,
sankt-josefshaus.de,unknown,1.0,0,
amdnet.de,unknown,1.0,0,
lebenshilfe-worms.de,unknown,1.0,0,
wiso.uni-koeln.de,Germany,2.0,Universität Köln,
justiz.hamburg.de,unknown,1.0,0,
bluebib.de,unknown,1.0,0,
ifu.rwth-aachen.de,Germany,2.0,RWTH Aachen,
autobahn.de,unknown,1.0,0,
innoport-reutlingen.de,unknown,1.0,0,
liwest.at,unknown,1.0,0,
bbs-wechloy.de,unknown,1.0,0,
bildung.bremen.de,unknown,1.0,0,
brz.gv.at,unknown,1.0,0,
tanner.de,unknown,1.0,0,
faw.de,unknown,1.0,0,
vcrp.de,unknown,1.0,0,
slz.uni-bonn.de,Germany,2.0,Universität Bonn,
grone.de,unknown,1.0,0,
rug.nl,Netherlands,2.0,University of Groningen,
csg-tuebingen.de,unknown,1.0,0,
mtu.de,unknown,1.0,0,
kkg.muenchen.musin.de,unknown,1.0,0,
aim.com,unknown,0.0,0.0,
destatis.de,unknown,1.0,0,
mkk.de,unknown,1.0,0,
vit-bund.de,unknown,1.0,0,
phlu.ch,Switzerland,2.0,PHLU - University of Teacher Education Lucerne,
stw.de,unknown,1.0,0,
technikum-wien.at,Austria,2.0,Technikum Wien,
nortal.com,unknown,1.0,0,
mvv.de,unknown,1.0,0,
list.ru,unknown,0.0,0.0,
bad-gmbh.de,unknown,1.0,0,
dkfz-heidelberg.de,unknown,1.0,0,
compusafe.de,unknown,1.0,0,
joblinge.de,unknown,1.0,0,
iap.fraunhofer.de,unknown,1.0,0,
kg.berlin.de,unknown,1.0,0,
ssb-ag.de,unknown,1.0,0,
vlb-berlin.org,unknown,1.0,0,
tau-berlin.de,unknown,1.0,0,
gruenbeck.de,unknown,1.0,0,
wtnet.de,unknown,1.0,0,
mailfence.com,unknown,1.0,0,
quickline.ch,unknown,1.0,0,
uk-koeln.de,unknown,1.0,0,
fwm.scherdel.de,unknown,1.0,0,
sopra-ft.com,unknown,1.0,0,
ldbv.bayern.de,unknown,1.0,0,
inccas.de,unknown,1.0,0,
eduhi.at,unknown,1.0,0,
schule.thueringen.de,unknown,1.0,0,
blfd.bayern.de,unknown,1.0,0,
vtxmail.ch,unknown,1.0,0,
schule.wien.gv.at,unknown,1.0,0,
bizlinktech.com,unknown,1.0,0,
ktr.com,unknown,1.0,0,
te.com,unknown,1.0,0,
dvgw.de,unknown,1.0,0,
schule.suedtirol.it,unknown,1.0,0,
hfwu.de,Germany,2.0,Hochschule Nürtingen-Geislingen,
ifi.lmu.de,Germany,2.0,Universität München,
rewe-group.com,unknown,1.0,0,
hwk-stuttgart.de,unknown,1.0,0,
online.ms,unknown,0.0,0.0,
innen.hessen.de,unknown,1.0,0,
the-klu.org,Germany,2.0,KLU Kühne Logistics University,
klax-online.de,0,0.0,0.0,
hs-bremerhaven.de,Germany,2.0,Hochschule Bremerhaven,
dell.com,unknown,1.0,0,
wuerth-it.com,unknown,1.0,0,
leibniz-ipn.de,unknown,1.0,0,
factory42.com,unknown,1.0,0,
plus.aok.de,unknown,1.0,0,
fliedner-fachhochschule.de,Germany,2.0,Fliedner Fachhochschule,
dhl.com,unknown,1.0,0,
hr.de,unknown,1.0,0,
mail.uni-mannheim.de,Germany,2.0,Universität Mannheim,
stud.leuphana.de,Germany,2.0,Leuphana Universität Lüneburg,
ibp.fraunhofer.de,unknown,1.0,0,
life-online.de,0,0.0,0.0,
auva.at,unknown,1.0,0,
porsche.de,unknown,1.0,0,
tha.de,unknown,1.0,0,
thyssenkrupp-springs-stabilizers.com,unknown,1.0,0,
iqsh.landsh.de,unknown,1.0,0,
que-nuernberg.de,unknown,1.0,0,
medatixx.de,unknown,1.0,0,
businessschool-berlin.de,Germany,2.0,BSP Business and Law School,
best.fra-uas.de,unknown,1.0,0,
fba.bund.de,unknown,1.0,0,
lbbw.de,unknown,1.0,0,
potthoff-ingenieure.de,unknown,1.0,0,
abz-austria.at,unknown,1.0,0,
zeit-stiftung.de,unknown,1.0,0,
vl-rs.com,unknown,1.0,0,
hotmail.it,unknown,0.0,0.0,
geo.hu-berlin.de,Germany,2.0,HU Berlin,
kunzz.de,unknown,1.0,0,
bfw-koeln.de,unknown,1.0,0,
fhvd-sh.de,Germany,2.0,FH für Verwaltung und Dienstleistung Altenholz,
vw.uni-bremen.de,Germany,2.0,Universität Bremen,
soluzione.de,unknown,1.0,0,
dlh.zh.ch,unknown,1.0,0,
techquartier.com,unknown,1.0,0,
dhge.de,Germany,2.0,Duale Hochschule Gera-Eisenach,
stud.uni-regensburg.de,Germany,2.0,Universität Regensburg,
erstegroup.com,unknown,1.0,0,
edu.accadis.com,Germany,2.0,accadis Hochschule,
transnetbw.de,unknown,1.0,0,
funkwerk.com,unknown,1.0,0,
jfg-augsburg.de,unknown,1.0,0,
paedagogik.uni-kiel.de,Germany,2.0,Universität Kiel,
treuenfels.com,unknown,1.0,0,
ita.rwth-aachen.de,Germany,2.0,RWTH Aachen,
letteverein.berlin,unknown,1.0,0,
eoopy.com,unknown,1.0,0,
lfk.de,unknown,1.0,0,
bwi.de,unknown,1.0,0,
metafinanz.de,unknown,1.0,0,
heidelberg.com,unknown,1.0,0,
zslsz.com,unknown,1.0,0,
brd.nrw.de,unknown,1.0,0,
provinzial.de,unknown,1.0,0,
polizei.bayern.de,unknown,1.0,0,
hgv.hamburg.de,unknown,1.0,0,
landkreis-passau.de,unknown,1.0,0,
tuev-verband.de,unknown,1.0,0,
o2online.de,0,0.0,0.0,
polizei.landsh.de,unknown,1.0,0,
forum-institut.de,unknown,1.0,0,
vkb.de,unknown,1.0,0,
pilot.de,unknown,1.0,0,
stud.fh-dortmund.de,Germany,2.0,FH Dortmund,
fhdw.de,Germany,2.0,FH der Wirtschaft Paderborn,
wuh-group.com,unknown,1.0,0,
existiert.net,unknown,1.0,0,
zhbluzern.ch,unknown,1.0,0,
liquidmoon.de,unknown,1.0,0,
hessen-agentur.de,unknown,1.0,0,
brh.bund.de,unknown,1.0,0,
ktu.lt,Lithuania,2.0,Kaunas University of Technology,
hays.de,unknown,1.0,0,
festo.com,unknown,1.0,0,
mmb-institut.de,unknown,1.0,0,
hfmt-koeln.de,Germany,2.0,Hochschule für Musik und Tanz Köln,
herweck.de,unknown,1.0,0,
chg-meridian.com,unknown,1.0,0,
yahoo.com.br,unknown,0.0,0.0,
sennheiser.com,unknown,1.0,0,
inb.uni-luebeck.de,Germany,2.0,Universität Lübeck,
vdz-online.de,0,0.0,0.0,
hydac.com,unknown,1.0,0,
aewb-nds.de,unknown,1.0,0,
brecht-schule.hamburg,unknown,1.0,0,
wlsb.de,unknown,1.0,0,
tuvsud.com,unknown,1.0,0,
riehl-kolleg.de,unknown,1.0,0,
schaeffler.com,unknown,1.0,0,
gag-koeln.de,unknown,1.0,0,
din.de,unknown,1.0,0,
stadt-koeln.de,unknown,1.0,0,
suedwestmetall.de,unknown,1.0,0,
uundz.de,unknown,1.0,0,
sfu.ac.at,unknown,1.0,0,
microsoft.com,unknown,1.0,0,
kermi.de,unknown,1.0,0,
arbeitsschutz.uk-nord.de,unknown,1.0,0,
sdw.org,unknown,1.0,0,
nuernbergmesse.de,unknown,1.0,0,
lgl.bayern.de,unknown,1.0,0,
klu.org,unknown,1.0,0,
exact.rwth-aachen.de,Germany,2.0,RWTH Aachen,
outlook.de,unknown,0.0,0.0,
yeebase.com,unknown,1.0,0,
targobank.de,unknown,1.0,0,
lig.hamburg.de,unknown,1.0,0,
peri.com,unknown,1.0,0,
llz.uni-halle.de,Germany,2.0,Universität Halle,
scope.fra-uas.de,unknown,1.0,0,
msg.group,unknown,1.0,0,
informatik.hu-berlin.de,Germany,2.0,HU Berlin,
smitfob.de,unknown,1.0,0,
gv.mpg.de,unknown,1.0,0,
inria.fr,unknown,1.0,0,
gmx.org,0,0.0,0.0,
pawlik.de,unknown,1.0,0,
baua.bund.de,unknown,1.0,0,
kreis-nea.de,unknown,1.0,0,
drewsen.com,unknown,1.0,0,
persolog.com,unknown,1.0,0,
br.nrw.de,unknown,1.0,0,
evonik.com,unknown,1.0,0,
uq.edu.au,Australia,2.0,University of Queensland,
bghm.de,unknown,1.0,0,
ingka.ikea.com,unknown,1.0,0,
nw.aok.de,unknown,1.0,0,
drv-oldenburg-bremen.de,unknown,1.0,0,
fb.hamburg.de,unknown,1.0,0,
ik.me,unknown,1.0,0,
4teil.net,unknown,1.0,0,
sitec-technology.de,unknown,1.0,0,
pvs-europe.com,unknown,1.0,0,
blb.nrw.de,unknown,1.0,0,
eomuc.de,unknown,1.0,0,
cscp.org,unknown,1.0,0,
bmas.bund.de,unknown,1.0,0,
deutschhaus.de,unknown,1.0,0,
student.tu-freiberg.de,Germany,2.0,TU Bergakademie Freiberg,
bearingpoint.com,unknown,1.0,0,
deutsches-museum.de,unknown,1.0,0,
dbs.uni-hannover.de,Germany,2.0,Universität Hannover,
hartje.de,unknown,1.0,0,
lpm.saarland.de,unknown,1.0,0,
ikt-ost.de,unknown,1.0,0,
ing.de,unknown,1.0,0,
jung.de,unknown,1.0,0,
ub.hu-berlin.de,Germany,2.0,HU Berlin,
wm.bwl.de,unknown,1.0,0,
zfsl-neuss.nrw.schule,unknown,1.0,0,
dkb-service.de,unknown,1.0,0,
weststadt-akademie.de,unknown,1.0,0,
rewe-dortmund.de,unknown,1.0,0,
schule.at,unknown,1.0,0,
bfw-oberhausen.de,unknown,1.0,0,
ulm.ihk.de,unknown,1.0,0,
senatskanzlei.berlin.de,unknown,1.0,0,
galaniprojects.com,unknown,1.0,0,
kzvbw.de,unknown,1.0,0,
kbw-gruppe.de,unknown,1.0,0,
hoevelrat.de,unknown,1.0,0,
public.consulting,unknown,1.0,0,
ki-macht-schule.de,unknown,1.0,0,
beuth.de,unknown,1.0,0,
yahoo.gr,unknown,0.0,0.0,
kurpfalz-internat.de,unknown,1.0,0,
koch-aplsystems.de,unknown,1.0,0,
ohmoor.de,unknown,1.0,0,
teachfirst.de,unknown,1.0,0,
student.health-and-medical-university.de,Germany,2.0,HMU Health and Medical University Potsdam,
bdr.de,unknown,1.0,0,
nordost.aok.de,unknown,1.0,0,
sielaff.de,unknown,1.0,0,
rea-hip.de,unknown,1.0,0,
unipv.it,Italy,2.0,University of Pavia,
leaders-academy.com,unknown,1.0,0,
keller-lufttechnik.de,unknown,1.0,0,
viessmann.com,unknown,1.0,0,
ifok.de,unknown,1.0,0,
heilbronn-franken.com,unknown,1.0,0,
drv-bsh.de,unknown,1.0,0,
opc-gruppe.de,unknown,1.0,0,
n-21.de,unknown,1.0,0,
dkms.de,unknown,1.0,0,
dresden.de,unknown,1.0,0,
eberspaecher.com,unknown,1.0,0,
ihr-institut.de,unknown,1.0,0,
cq-bildung.de,unknown,1.0,0,
cp-bap.de,unknown,1.0,0,
empirica.com,unknown,1.0,0,
m-r-n.com,unknown,1.0,0,
gymnasium-schkeuditz.de,unknown,1.0,0,
hrk.de,unknown,1.0,0,
it4ipm.de,unknown,1.0,0,
julius-kuehn.de,unknown,1.0,0,
sw-i.de,unknown,1.0,0,
ai.hamburg,unknown,1.0,0,
leyton.com,unknown,1.0,0,
stadt.nuernberg.de,unknown,1.0,0,
lfsm.de,unknown,1.0,0,
pfh.de,Germany,2.0,PFH - Private Hochschule Göttingen,
haus-der-kleinen-forscher.de,unknown,1.0,0,
eh-berlin.de,Germany,2.0,Evangelische Hochschule Berlin,
lih.rwth-aachen.de,Germany,2.0,RWTH Aachen,
luce-stiftung.de,unknown,1.0,0,
sbb-hamburg.de,unknown,1.0,0,
gymbw.lernsax.de,unknown,1.0,0,
ias.tu-darmstadt.de,Germany,2.0,TU Darmstadt,
hanse-institut-ol.de,unknown,1.0,0,
htai.de,unknown,1.0,0,
wiwi.uni-muenster.de,Germany,2.0,Universität Münster,
hessian.ai,unknown,1.0,0,
fsp2-altona.de,unknown,1.0,0,
swd-ag.de,unknown,1.0,0,
